ID,Use,industry,industry.group,site,unit,BP.cal.median,C14.mean,C14.SD,C14.COV,calib.curve,sample.id,material,delta 13,method&id,comments,citation,country,region
1028,1,Magdalenian,Magdalenian,Parco,III,15659,13070,140,0.0107,intcal20,GifA-95564,charcoal,NA,AMS 1079,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148",Spain,N Central
1029,1,Magdalenian,Magdalenian,Parco,IV,15425,12900,130,0.0101,intcal20,AA-8643,charcoal,NA,AMS 5266,NA,"after Betgad‡∏£¬†,1991 ; Fullola,Bergad‡∏£¬† et Bartol‡∏£‡∏ç,1992 ; Fullola i Pericot,J.,le pal‡∏£‡∏âolitique sup‡∏£‡∏ârieur dans le nord-est ib‡∏£‡∏ârique: la Catalogne,In",Spain,N Central
1030,1,Magdalenian,Magdalenian,Parco,V,16849,13890,130,0.0094,intcal20,GifA-95565,charcoal,NA,AMS 1080,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148",Spain,N Central
1031,1,Magdalenian,Magdalenian,Parco,VI,16930,13950,150,0.0108,intcal20,AA-8644,charcoal,NA,AMS 5265,NA,"after Betgad‡∏£¬†,1991 ; Fullola,Bergad‡∏£¬† et Bartol‡∏£‡∏ç,1992 ; Fullola i Pericot,J.,le pal‡∏£‡∏âolitique sup‡∏£‡∏ârieur dans le nord-est ib‡∏£‡∏ârique: la Catalogne,In",Spain,N Central
1032,1,Magdalenian,Magdalenian,Parco,VII,17072,14040,140,0.01,intcal20,GifA-95542,charcoal,NA,AMS 1081,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148",Spain,N Central
1033,1,Magdalenian,Magdalenian,Parco,VII,16619,13720,140,0.0102,intcal20,GifA-95547,charcoal,NA,AMS 1082,NA,"J. Fullola i Pericot,Recherches sur le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur dans le Nord-Est ib‡∏£‡∏ârique (1996-2000),Congr‡∏£‡∏às UISPP,Li‡∏£‡∏àge 2001,URAUL 97,141-148",Spain,N Central
1034,1,Lower Magdalenian,Magdalenian,Parco,XI,17425,14300,150,0.0105,intcal20,GifA-95552,charcoal,NA,AMS 3160,NA,Utrilla P. e.a. 2007. BSPF 104: 797-807.,Spain,N Central
1035,0,unspec.,NA,Parpallo,NA,21696,17887,233,0.013,intcal20,NA,NA,NA,NA,industry association not specified,NA,Spain,Southwest
1036,0,unspec.,NA,Parpallo,NA,24349,20218,375,0.0185,intcal20,NA,NA,NA,NA,industry association not specified,NA,Spain,Southwest
1037,0,unspec.,NA,Parpallo,NA,25827,21550,474,0.022,intcal20,NA,NA,NA,NA,industry association not specified,NA,Spain,Southwest
1038,0,unspec.,NA,Parpallo,NA,16650,13759,380,0.0276,intcal20,NA,NA,NA,NA,industry association not specified,NA,Spain,Southwest
1039,1,Solutrean,Solutrean,Parpallo,PT-0C,15947,13275,55,0.0041,intcal20,OxA-22630,bone Cervus elaphus,-18.1,AMS 6821,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1040,1,Solutrean,Solutrean,Parpallo,PT-0H-T16 528426,22953,19020,100,0.0053,intcal20,OxA-22651,bone-indeterminate cranial,NA,AMS 6822,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1041,1,Solutrean,Solutrean,Parpallo,PT-0E,23661,19690,110,0.0056,intcal20,OxA-22890,bone-Cervus elaphus,-19.2,AMS 6824,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1042,1,Solutrean,Solutrean,Parpallo,PT-0J-T27 53166,24384,20290,120,0.0059,intcal20,OxA-22652,bone-mandible-Capra pyrenaica,-18.7,AMS 6823,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1043,1,Archaic Magdalenian,Magdalenian,Parpallo,0.8-0.0m-PT 56,20302,16790,90,0.0054,intcal20,OxA-26341,bone Capra pyrenaica,-19,AMS 6831,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1044,1,Badegoulian,Magdalenian,Parpallo,0.8-0.0m-PT 58,22567,18640,100,0.0054,intcal20,OxA-26342,bone Cervus elaphus,-19.1,AMS 6832,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1045,1,Badegoulian,Magdalenian,Parpallo,0.8-0.0m-PT 58,22428,18520,100,0.0054,intcal20,OxA-26343,bone Cervus elaphus,-19.1,AMS 6833,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1046,1,Badegoulian,Magdalenian,Parpallo,0.8-0.0m-PT 60,22470,18560,100,0.0054,intcal20,OxA-26344,bone Capra pyrenaica,-19.2,AMS 6834,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1047,1,Gravettian,Gravettian,Parpallo,0.8-0.0m-PT 62,25871,21580,140,0.0065,intcal20,OxA-26345,bone Cervus elaphus,-19.2,AMS 6835,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Bronk Ramsey C. e.a. Archaeometry 57,1 (2015) 177-216.",Spain,Southwest
1048,1,Upper Magdalenian/Magdalenian III,Magdalenian,Parpallo,1.5-1.7m,16956,13976,300,0.0215,intcal20,Birm-519,bone,NA,Conv 14C 4734,NA,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
1049,1,Solutreo-gravettian,Solutrean,Parpallo,4.25-4.00m,21683,17900,340,0.019,intcal20,Birm-521,NA,NA,Conv 14C 4739,NA,"Jourl of World Prehistory 12,1998: 121-198,",Spain,Southwest
1050,1,Solutrean upper,Solutrean,Parpallo,4.75-5.0m,21828,18080,850,0.047,intcal20,BM-861,NA,NA,Conv 14C 2299,NA,Badora,Spain,Southwest
1051,1,Solutrean-early,Solutrean,Parpallo,6.25-7.25,24999,20780,370,0.0178,intcal20,NA,NA,NA,NA,NA,NA,Spain,Southwest
1052,1,Solutrean lower,Solutrean,Parpallo,6.5-7.5,24290,20170,380,0.0188,intcal20,BIRM-520,bone (cervus elaphus antler),NA,Conv 14C 2296,NA,"bdd ;Shotton,F.W.,Williams,R.E.G.,& Johnson,A.S. 1975 (Radiocarbon,17: 272-3 [Birmingham University datelist 9]): ""unexpectedly old for Lower Solutrean""[?]",Spain,Southwest
1053,1,Solutrean lower,Solutrean,Parpallo,6.5-7.0m,24630,20490,900,0.0439,intcal20,BM-859,cervus elaphus bone and antler fragments,NA,Conv 14C 2298,NA,"bdd ;Burleigh,R.,Matthews,K.,& Ambers,J. 1982 (Radiocarbon,19: 156-7 [British Museum datelist 9).",Spain,Southwest
1054,1,Badegoulian,Magdalenian,Parpallo,PT-0B,22419,18510,100,0.0054,intcal20,OxA-22629,Capra pyrenaica,-19.4,AMS 6820,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin.",Spain,Southwest
1055,1,Upper Magdalenian/Magdalenian III,Magdalenian,Parpallo,TALUT ‡∏¢‡∏ë 1.5-0.00,16706,13800,380,0.0275,intcal20,NA,bone,NA,Conv 14C 7801,NA,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,xt",Spain,Southwest
1056,1,Mesolithic,Mesolithic,Passo della Comunella,NA,7877,7060,130,0.0184,intcal20,Birm-830,NA,NA,NA,NA,NA,Italy,Northeast
1057,1,Aurignacian I,Aurignacian,Pecheurs,F10-11,28143,23880,750,0.0314,intcal20,Ly-2339,bone,NA,Conv 14C 465,NA,Moncel M.-H. e.a. 2007. L'Anthropologie 111: 211-253.,France,N Central
1058,1,Proto Aurignacian ? Aurignacian I,Aurignacian,Pecheurs,F12,33670,29400,900,0.0306,intcal20,Ly-2338,bone,NA,Conv 14C 2011,NA,"Onoratini,G and Reult-Miskovsky,J,I cultural adaptations,p131-174. Moncel M.-H. e.a. 2007. L'anthropologie 111: 211-253.",France,N Central
1059,1,Aurignacian I,Aurignacian,Pecheurs,F13,32731,28440,1280,0.045,intcal20,Ly-2341,bone,NA,Conv 14C 466,NA,Moncel M.-H. e.a. 2007. L'anthropologie 111: 211-253.,France,N Central
1060,1,Aurignacian I or Mousterian,Aurignacian,Pecheurs,F14-15,21001,21000,1000,0.0476,normal,PECH 2,U/Th LU on bone,NA,U/Th & ESR1019,NA,Moncel M.-H. e.a. 2007. L'anthropologie 111: 211-253.,France,N Central
1061,1,Aurignacian I,Aurignacian,Pecheurs,F9,30925,26760,1000,0.0374,intcal20,Ly-2337,bone,NA,Conv 14C 6609,NA,Moncel M.-H. e.a. 2007. L'anthropologie 111: 211-253.,France,N Central
1062,1,Aurignacian or Mousterian?/Epigravettian,Aurignacian,Pecheurs,level 5 base-395-420 cm-Upper level 3,29178,24940,680,0.0273,intcal20,Ly-2342,bone,NA,Conv 14C 469,NA,Moncel M.-H. e.a. 2007. L'Anthropologie 111: 211-253.,France,N Central
1063,1,Aurignacian I/ Mousterian/Middle Palaeolithic,Aurignacian,Pecheurs,Locus1-2-270-300 cm-logette,34017,29700,900,0.0303,intcal20,Ly-2340,bone,NA,Conv 14C 2010,NA,"Onoratini,G and Reult-Miskovsky,J,In: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174. Moncel M.-H. e.a. 2007. L'anthropologie 111: 211-253.",France,N Central
1064,1,Epipalaeolithic/Mesolithic,Epipaleolithic,Penya del Comptador,S4 Capa VI n15,9891,8829,38,0.0043,intcal20,OxA-236030,NA,NA,NA,NA,Salazar García et al. 2013,Spain,Southwest
1065,1,Epipalaeolithic/Mesolithic,Epipaleolithic,Penya del Comptador,NA,9536,8570,40,0.0047,intcal20,Beta-156025,NA,NA,NA,NA,Aura et al 2006,Spain,Southwest
1066,1,Gravettian,Gravettian,Perciata,NA,13317,11960,330,0.0276,marine20,F-27,shell,NA,Conv 14C 7346,NA,Azzi et al. 1973,Italy,Southeast
1067,1,Mesolithic,Mesolithic,Perriere Sottano,spit 60,9473,8460,70,0.0083,intcal20,UtC-1355,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Southeast
1068,1,Final Epigravettian 2,Magdalenian,Pescio Ranaro,NA,11092,9730,150,0.0154,intcal20,-681,NA,NA,Conv 14C 7345,NA,Alessio,Italy,Southeast
1069,1,Gravettian,Gravettian,Petriolo,IIIS,8408,7610,60,0.0079,intcal20,OxA-1363,NA,NA,AMS 347,NA,NA,Italy,Southeast
1070,1,Mesolithic,Mesolithic,Petriolo III south,foyer,8277,7480,100,0.0134,intcal20,OxA-2630,NA,NA,NA,NA,Dohue et al. 1992,Italy,Southeast
1071,1,Tardenoisian,Mesolithic,Pialat,8,9865,8810,100,0.0114,intcal20,MC-1293,NA,NA,NA,NA,NA,France,N Central
1072,1,Tardenoisian,Mesolithic,Pialat,8,9489,8500,100,0.0118,intcal20,MC-1292,NA,NA,NA,NA,NA,France,N Central
1073,0,NA,NA,Piastricoli,B t.9,12756,10800,80,0.0074,intcal20,ANSTO-OZC241,NA,NA,Conv 14C 7285,industry association not specified,Mussi M. e.a. 2011. QI 242: 360-370.,Italy,Northeast
1074,1,Final Epigravettian.,Magdalenian,Piastricoli,liv 826-stratum 820/1,12931,11010,315,0.0286,intcal20,GX-14717,charcoal,NA,AMS 70,NA,"Castelletti L.,Maspero A.,Tozzi C. (1994) in P. Biogi & J. ndris: ""Highland Zone Exploitation in Southern Europe,Monogr. tura. udinot N. e.a. 2014. JAS ip.",Italy,Northeast
1075,1,Mesolithic,Mesolithic,Piazzana,NA,8134,7330,85,0.0116,intcal20,R-400,NA,NA,NA,NA,Skeates 2003,Italy,Southeast
1076,1,Magdalenian languedocien,Magdalenian,Piles Loins,NA,20927,17350,79,0.0046,intcal20,Erl-6199,charcoal of Pinus sylvestris,NA,AMS 2669,NA,Bazile F. 2006. BSFP 103: 180-184.,France,N Central
1077,1,Magdalenian languedocien,Magdalenian,Piles Loins,NA,8819,7954,48,0.006,intcal20,Erl-6200,charcoal of Quercus ilex:cocifera,NA,AMS 2670,NA,Bazile F. 2006. BSFP 103: 180-184.,France,N Central
1078,0,Upper Palaeolithic art,NA,Pileta,Aurochs,24235,20130,350,0.0174,intcal20,GifA-98162,charcoal,NA,AMS 3114,industry association not specified,"Sanchiorian Torti J.L.,1995. Propvesta de seavenia figurativa en la Cueva de la Rileta. U.I.S.P.P. Gero 18-20 Mays 1995. Gonzalez J. .e.a. 2007. L'Anthropologie doi: 10.1016/j.anthro.2007.07.001.",Spain,Southwest
1079,1,Magdalenian,Magdalenian,Pirulejo,4,17310,14250,90,0.0063,intcal20,Poz-21164,NA,NA,AMS 5327,NA,Cacho-Quesada C. 1996. Eraul 76: 353-368. Villaverde de Bonilla V. 2012. QI.,Spain,Southwest
1080,1,Epipaleolithic,Epipaleolithic,Plaisir,NA,9489,8500,100,0.0118,intcal20,Gif-5856,NA,NA,NA,NA,NA,France,N Central
1081,1,Mesolithic,Mesolithic,Plan de Frea,3BIV 3BIII 3BII 3BI 3AII,10907,9558,90,0.0094,intcal20,NA,NA,NA,NA,NA,NA,Italy,Northeast
1082,1,Late Epigravettion/Romanellian,Magdalenian,Polesini,7,11637,10090,80,0.0079,intcal20,R-1265,NA,NA,Conv 14C 7289,NA,"Orban R. 1988. Hominid Remains,An Up-date 1.",Italy,Southeast
1083,1,Final Epigravettian,Magdalenian,Polesini,7 2010 dig,11637,10090,90,0.0089,intcal20,NA,NA,NA,NA,NA,NA,Italy,Southeast
1084,1,Early Epigravettian,Magdalenian,Ponte di Pietra,II-US66,24016,19940,471,0.0236,intcal20,CRG-1018,charcoal,NA,Conv 14C 7339,NA,Broglio A. 2006. ERAUL 115: 105-110. Palma di Cesnola 1993,Italy,Southeast
1085,1,Early Epigravettian,Magdalenian,Ponte di Pietra,II-US66,22384,18515,618,0.0334,intcal20,CRG-1019,charcoal,NA,Conv 14C 7340,NA,Broglio A. 2006. ERAUL 115: 105-110. Palma di Cesnola 1993,Italy,Southeast
1086,1,Geometric Mesolithic,Mesolithic,Pontet,E,8137,7340,70,0.0095,intcal20,GrN-16313,NA,NA,NA,NA,Mazo & Montes 1992,Spain,N Central
1087,1,Mesolithic,Mesolithic,Porta,NA,9674,8619,200,0.0232,intcal20,Pi-10,NA,NA,NA,NA,NA,Italy,Southeast
1088,0,NA,NA,Pozzo,Unit III-Psalpha,17174,14100,70,0.005,intcal20,GX-30436,Herbivore bone,NA,Conv 14C 7523,industry association not specified,"Cancellieri E. 2010,PhD Thesis Universita Ferrara",Italy,Southeast
1089,0,NA,NA,Pozzo,Unit III-Psbeta,19052,15790,90,0.0057,intcal20,LTL-1363A,bone and charcoal,NA,Conv 14C 7524,industry association not specified,"Cancellieri E. 2010,PhD Thesis Universita Ferrara",Italy,Southeast
1090,1,Late Epigravettian,Magdalenian,Pozzo,Unit IV-PS5,15002,12590,40,0.0032,intcal20,GX-27907,Herbivore bone,NA,Conv 14C 7522,NA,"Cancellieri E. 2010,PhD Thesis Universita Ferrara",Italy,Southeast
1091,1,Late Epigravettian,Magdalenian,Pozzo,Unit IV-PS1,14296,12320,50,0.0041,intcal20,GX-27906,Vertebrae Salmo trutta,NA,Conv 14C 7521,NA,"Cancellieri E. 2010,PhD Thesis Universita Ferrara",Italy,Southeast
1092,1,Late Epigravettian,Magdalenian,Pozzo,Unit IV-PS6e,15315,12820,130,0.0101,intcal20,AA-78136,bone,NA,AMS 5251,NA,"Cancellieri E. 2010,PhD Thesis Universita Ferrara",Italy,Southeast
1093,1,Evolved Epigravettian,Magdalenian,Pozzo Zecca,I-II,16712,13780,110,0.008,intcal20,R-272,NA,NA,Conv 14C 7337,NA,Alessio et al. 1967,Italy,Southeast
1094,1,Evolved Epigravettian,Magdalenian,Pozzo Zecca,I-II,17238,14170,170,0.012,intcal20,R-271,NA,NA,Conv 14C 7338,NA,Alessio et al. 1967,Italy,Southeast
1095,1,Mesolithic,Mesolithic,Pradestel,NA,7704,6870,50,0.0073,intcal20,R-1148,NA,NA,NA,NA,Perrin 2005,Italy,Southeast
1096,1,Mesolithic,Mesolithic,Pradestel,layer H 1 2,9158,8200,50,0.0061,intcal20,R-1149,NA,NA,NA,NA,Shenn & Steele 2000,Italy,Southeast
1097,1,Early Mesolithic,Mesolithic,Praia di Mare,NA,11139,9750,100,0.0103,intcal20,R-290?,bone,NA,Conv 14C 6300,NA,"Allegri,Cortesi,Radmilli,1987",Italy,Southeast
1098,1,Final Epigravettian 2,Magdalenian,Prete,6,11551,9990,190,0.019,intcal20,R-645,charcoal,NA,Conv 14C 7332,NA,"Bietti A. 1990,JWP 4 95-155,Alessio et al. 1970",Italy,Southeast
1099,1,Arenian,NA,Rainaude,6 and 7,24447,20300,400,0.0197,intcal20,MC-2355,NA,NA,NA,NA,NA,France,N Central
1100,1,Solutreo-Gravettian/Solutrean,Solutrean,Ratlla del Bubo,foyer-niveau II,20939,17360,80,0.0046,intcal20,NA,charcoal,NA,Conv 14C 2223,date too young for associated industry,"after soler et al.,1990 Cacho-Quesada,C.,le Pal‡∏£‡∏âolithique sup‡∏£‡∏ârieur m‡∏£‡∏âditerran‡∏£‡∏âenne: Valence,Murcie et Andalousie,In‡πÇ¬Ä‡∏Ü. Diaz-Andreu Garcia M. 1997. The Archaeology of Iberia: 45.",Spain,Southwest
1101,1,Solutreo-gravettian,Solutrean,Ratlla del Bubo,II,20970,17360,180,0.0104,intcal20,Ly-5219,NA,NA,Conv 14C 4738,date too young for associated industry,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,",Spain,Southwest
1102,1,Epipaleolithic,Epipaleolithic,Ravin de Mouresse Boline,NA,8537,7760,80,0.0103,intcal20,Gif-8930,NA,NA,NA,NA,Shenn & Steele 2000,France,N Central
1103,1,Solutrean,Solutrean,Reclau Viver,NA,15949,13299,600,0.0451,intcal20,M-1019,NA,NA,Conv 14C 2252,date too young for associated industry,Badora,Spain,N Central
1104,1,Gravettian Perigordian,Gravettian,Reclau Viver,3.20-40,17898,14750,600,0.0407,intcal20,M-1017,NA,NA,Conv 14C 2251,date too young for associated industry,Badora,Spain,N Central
1105,1,Gravettian Perigordian,Gravettian,Reclau Viver,3.40-60,17957,14800,600,0.0405,intcal20,M-1918,NA,NA,Conv 14C 2254,date too young for associated industry,Badora,Spain,N Central
1106,1,Aurignacian,Aurignacian,Reclau Viver,4.20-40,19597,16200,500,0.0309,intcal20,M-1020,NA,NA,Conv 14C 2253,date too young for associated industry,Badora,Spain,N Central
1107,1,Aurignacian,Aurignacian,Reclau Viver,4.60-80,20023,16560,600,0.0362,intcal20,M-1015,NA,NA,Conv 14C 2249,date too young for associated industry,Badora,Spain,N Central
1108,1,Aurignacian,Aurignacian,Reclau Viver,4.80-5,22588,18700,800,0.0428,intcal20,M-1016,NA,NA,Conv 14C 2250,NA,Badora,Spain,N Central
1109,1,Aurignacian,Aurignacian,Regimont,A Foyers,22576,18670,600,0.0321,intcal20,Ly-4815,bone,NA,Conv 14C 3806,NA,NA,France,N Central
1110,1,Recent Aurignacian/ ancient Aurignacian,Aurignacian,Regismont-le-Haut,NA,22922,18970,600,0.0316,intcal20,Ly-4815,NA,NA,Conv 14C 7323,from hearth level,"Onoratini,G and Reult-Miskovsky,J,in: European late pleistocene,isotope stages 2 and 3: humans: 131-174. Szmidt C.C. 2009 In :The Mediterranean from 50000 to 25000 BP,Oxbow.",France,N Central
1111,1,Recent Aurignacian/ ancient Aurignacian,Aurignacian,Regismont-le-Haut,NA,31634,27400,900,0.0328,intcal20,NA,NA,NA,Conv 14C 2006,NA,"Onoratini,G and Reult-Miskovsky,J,in: European late pleistocene,isotope stages 2 and 3: humans: 131-174. Szmidt C.C. 2009 In :The Mediterranean from 50000 to 25000 BP,Oxbow.",France,N Central
1112,1,final Magdalenian,Magdalenian,Rhodes II,2-top hearth 5,14396,12300,150,0.0122,intcal20,MC-996,charcoal,NA,Conv 14C 492,NA,Clottes J. 1989. In: Rigaud J.Ph. Le Magdalenien en Europe. Eraul 38.,France,N Central
1113,1,Azilian/Upper Magdalenian,Magdalenian,Rhodes II,2-basis hearth 6,14012,12100,150,0.0124,intcal20,MC-997,charcoal,NA,Conv 14C 491,NA,Chauchat E (Ed.) 1999. Gallia Pr‡∏£‡∏âhistoire 41: 1-151.,France,N Central
1114,1,final Magdalenian Azilian,Magdalenian,Rhodes II,F5,14126,12160,160,0.0132,intcal20,Gif-2258,charcoal,NA,Conv 14C 494,NA,NA,France,N Central
1115,1,final Magdalenian,Magdalenian,Rhodes II,2-prol. F5,14333,12250,200,0.0163,intcal20,MC-1366,charcoal,NA,Conv 14C 493,NA,NA,France,N Central
1116,0,unspecified Palaeolithic,NA,Riparo Bombrini,Level I,34192,29660,250,0.0084,intcal20,MAMS-22272,bone,-19.6,AMS 7004,industry association not specified,Bezzi S. 2015. Science. DOI: 10.1226/science.aaa2773.,Italy,Northeast
1117,1,Protoaurignacian,Aurignacian,Riparo Bombrini,Level II-A1,32413,28300,90,0.0032,intcal20,MAMS-21347,charcoal,NA,AMS 7003,NA,Bezzi S. 2015. Science. DOI: 10.1226/science.aaa2773.,Italy,Northeast
1118,1,Protoaurignacian,Aurignacian,Riparo Bombrini,Level II-A1,30981,26680,90,0.0034,intcal20,MAMS-21217,bone,-19.3,AMS 7002,NA,Bezzi S. 2015. Science. DOI: 10.1226/science.aaa2773.,Italy,Northeast
1119,1,Protoaurignacian,Aurignacian,Riparo Bombrini,Level II-A1,34424,29950,260,0.0087,intcal20,MAMS-22274,bone,-19.3,AMS 7008,NA,Bezzi S. 2015. Science. DOI: 10.1226/science.aaa2773.,Italy,Northeast
1120,1,archaic Aurignacian/Proto-Aurignacian,Aurignacian,Riparo Bombrini,Level III; A2,22899,18930,50,0.0026,intcal20,MAMS-21353,charcoal,NA,AMS 6995,NA,"Arroba D.,1984. Rivista Ingau e Intemelia,nuova serie,n‡∏¢‡∏ê3-5. Bezzi S. 2015. Science. DOI: 10.1226/science.aaa2773.",Italy,Northeast
1121,1,Epigravettian,Magdalenian,Riparo del Broion,NA,21658,17830,100,0.0056,intcal20,UtC-10506,NA,NA,AMS 6778,NA,"Banks W. JAS,2008,35 (2),pp.481-491.",Italy,Northeast
1122,1,Gravettian,Gravettian,Riparo del Broion,1b,30137,25860,200,0.0077,intcal20,NA,charcoal,NA,Conv 14C 7620,NA,"Preistoria Alpi,45 (2011): 7-19.",Italy,Northeast
1123,1,Gravettian,Gravettian,Riparo del Broion,1ba,31965,27960,300,0.0107,intcal20,NA,charcoal,NA,Conv 14C 7621,NA,"Preistoria Alpi,45 (2011): 7-19.",Italy,Northeast
1124,1,Gravettian,Gravettian,Riparo del Broion,1c,32648,28460,360,0.0126,intcal20,NA,charcoal,NA,Conv 14C 7622,NA,"Preistoria Alpi,45 (2011): 7-19.",Italy,Northeast
1125,1,Gravettian,Gravettian,Riparo del Broion,D,28926,24700,400,0.0162,intcal20,UtC-2694,NA,NA,AMS 942,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374",Italy,Northeast
1126,1,Gravettian,Gravettian,Riparo del Broion,E,29535,25250,280,0.0111,intcal20,UtC-2693,NA,NA,AMS 941,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374",Italy,Northeast
1127,1,Mesolithic,Mesolithic,Riparo Gaban,D,8102,7283,38,0.0052,intcal20,KIA-10362,NA,NA,NA,NA,Perrin 2005,Italy,Northeast
1128,1,Mesolithic,Mesolithic,Riparo Gaban,LivD9,8063,7241,45,0.0062,intcal20,UtC-10453,NA,NA,NA,NA,De Paoli 2006,Italy,Northeast
1129,1,Mesolithic,Mesolithic,Riparo Gaban,FA,8841,7971,42,0.0053,intcal20,KIA-10364,NA,NA,NA,NA,Perrin 2005,Italy,Northeast
1130,1,Mesolithic,Mesolithic,Riparo Gaban,FA,8498,7725,49,0.0063,intcal20,KIA-10366,NA,NA,NA,NA,Perrin 2005,Italy,Northeast
1131,1,Mesolithic,Mesolithic,Riparo Gaban,FA,8738,7902,55,0.007,intcal20,KIA-10367,NA,NA,NA,NA,Perrin 2005,Italy,Northeast
1132,1,Gravettian/Noallian,Gravettian,Riparo Mochi,D 29,27884,24600,100,0.0041,marine20,OxA-19800,shell Cyclope neritea,NA,AMS 5071,NA,"Djindjian F. e.a. 1999. Le Paleolithique superieur en Europe. Paris,Collin. Douka K. e.a. 2012. JHE xxx:1",Italy,Northeast
1133,1,Early Upper palaeolithi,NA,Riparo Mochi,E 32,28855,25490,110,0.0043,marine20,OxA-19801,shell C. neritea,NA,AMS 5070,NA,Douka K. e.a. 2012. JHE xxx:1,Italy,Northeast
1134,1,Middle Aurignacian/Typical Aurignacian,Aurignacian,Riparo Mochi,F-ABA from F top (hearth),31350,27230,570,0.0209,intcal20,Rome-1,charcoal,NA,Conv 14C 7494,NA,"Reult-Miskovsky J.,1983. Rivista di scienze preistoriche. Vol38,n‡∏¢‡∏ê1-2 : 117-121. Douka K. e.a. 2012. JHE xxx: 1-14.",Italy,Northeast
1135,1,Aurignacian,Aurignacian,Riparo Mochi,F 40,29812,26410,110,0.0042,marine20,OxA-19728,shell C. neritea,NA,AMS 5067,NA,Douka K. e.a. 2012. JHE xxx:1,Italy,Northeast
1136,1,Aurignacian,Aurignacian,Riparo Mochi,F34,29408,26030,110,0.0042,marine20,OxA-19857,shell C. neritea,NA,AMS 5066,NA,Douka K. e.a. 2012. JHE xxx:1,Italy,Northeast
1137,1,Gdravettian III,Gravettian,Riparo Salvini,NA,14555,12400,170,0.0137,intcal20,NA,NA,NA,Conv 14C 7160,NA,NA,Italy,Southeast
1138,1,Final Epigravettian,Magdalenian,Riparo Salvini,10,16085,13365,190,0.0142,intcal20,NA,NA,NA,Conv 14C 6380,NA,Palma di Cesnola A.. 1996. Eraul: 305-317.,Italy,Southeast
1139,1,Final Epigravettian,Magdalenian,Riparo Salvini,9,15872,13215,170,0.0129,intcal20,NA,NA,NA,Conv 14C 6381,NA,Palma di Cesnola A.. 1996. Eraul: 305-317.,Italy,Southeast
1140,1,Final Epigravettian 2,Magdalenian,Riparo Soman,lower,13755,11880,170,0.0143,intcal20,Gd-6158,NA,NA,Conv 14C 7128,NA,"Angelucci D.E. Preistoria Alpi,44 (2009): 59-78.",Italy,Northeast
